,distance,coauthorship,title1,department1,duration1,title2,department2,duration2,is_same_title,is_same_department,duration_difference,Chair1,Fellow1,Head1,Lecturer1,Professional1,Professor1,Aerospace  Mechanical & Mechatronic Engineering1,Australian Centre for Field Robotics1,Chemical & Biomolecular Engineering1,Civil Engineering1,Electrical & Information Engineering1,Information Technologies1,Chair2,Fellow2,Head2,Lecturer2,Professional2,Professor2,Aerospace  Mechanical & Mechatronic Engineering2,Australian Centre for Field Robotics2,Chemical & Biomolecular Engineering2,Civil Engineering2,Electrical & Information Engineering2,Information Technologies2
0,0.344081887,25,Fellow,Civil Engineering,1091,Professor,Civil Engineering,1175,0,1,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.506936579,15,Fellow,Australian Centre for Field Robotics,2118,Fellow,Australian Centre for Field Robotics,3408,1,1,1290,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.652820559,31,Professor,Australian Centre for Field Robotics,6687,Fellow,Australian Centre for Field Robotics,3408,0,1,3279,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,0.667356028,41,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,4192,1,1,2495,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,0.675607872,8,Professor,Information Technologies,5781,Professor,Civil Engineering,1175,1,0,4606,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5,0.701469131,9,Fellow,Civil Engineering,1091,Professor,Information Technologies,5781,0,0,4690,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6,0.713546647,3,Fellow,Aerospace  Mechanical & Mechatronic Engineering,4382,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3100,1,1,1282,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,0.745227537,44,Professor,Information Technologies,1765,Professor,Information Technologies,6687,1,1,4922,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8,0.745956446,15,Professor,Aerospace  Mechanical & Mechatronic Engineering,4192,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3758,0,1,434,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9,0.74975835,24,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3758,0,1,2929,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,0.768221345,29,Professor,Electrical & Information Engineering,6404,Chair,Electrical & Information Engineering,3233,0,1,3171,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11,0.785957016,4,Fellow,Australian Centre for Field Robotics,2118,Fellow,Australian Centre for Field Robotics,1371,1,1,747,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12,0.791505181,24,Fellow,Civil Engineering,6687,Professor,Civil Engineering,3457,0,1,3230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,0.814178807,14,Professor,Information Technologies,6543,Professor,Information Technologies,6243,1,1,300,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14,0.825873767,16,Professor,Civil Engineering,3639,Professor,Civil Engineering,3457,1,1,182,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
15,0.828363592,16,Professor,Australian Centre for Field Robotics,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16,0.829718071,2,Fellow,Aerospace  Mechanical & Mechatronic Engineering,4382,Professor,Aerospace  Mechanical & Mechatronic Engineering,3646,0,1,736,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
17,0.830670631,4,Lecturer,Civil Engineering,1599,Lecturer,Civil Engineering,870,1,1,729,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,0.833719254,16,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Australian Centre for Field Robotics,6666,1,0,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19,0.837085708,26,Professor,Civil Engineering,4472,Lecturer,Civil Engineering,1599,0,1,2873,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,0.837536625,41,Fellow,Electrical & Information Engineering,6687,Lecturer,Electrical & Information Engineering,3100,0,1,3587,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,0.840943137,29,Professor,Information Technologies,6687,Professor,Information Technologies,6543,1,1,144,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22,0.850871566,15,Professor,Australian Centre for Field Robotics,6687,Fellow,Australian Centre for Field Robotics,2118,0,1,4569,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,0.852772841,1,Professor,Aerospace  Mechanical & Mechatronic Engineering,3646,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3100,0,1,546,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,0.85367489,21,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Information Technologies,3968,1,0,2719,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25,0.877569836,9,Professor,Civil Engineering,6687,Lecturer,Civil Engineering,3105,0,1,3582,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,0.887522771,4,Fellow,Australian Centre for Field Robotics,3408,Fellow,Australian Centre for Field Robotics,1371,1,1,2037,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27,0.891481245,15,Professor,Civil Engineering,4472,Lecturer,Civil Engineering,870,0,1,3602,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,0.903393,3,Lecturer,Civil Engineering,2988,Lecturer,Civil Engineering,2791,1,1,197,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29,0.924793515,18,Fellow,Electrical & Information Engineering,6687,Lecturer,Electrical & Information Engineering,422,0,1,6265,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,0.927923218,7,Professor,Civil Engineering,4472,Professor,Civil Engineering,3457,1,1,1015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,0.929938415,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,1,1,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0.942231299,9,Professor,Civil Engineering,3457,Lecturer,Civil Engineering,3105,0,1,352,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33,0.944441805,9,Professional,Chemical & Biomolecular Engineering,6687,Professor,Chemical & Biomolecular Engineering,2743,0,1,3944,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0.945684075,3,Lecturer,Civil Engineering,3105,Lecturer,Civil Engineering,2791,1,1,314,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35,0.947352519,3,Professor,Civil Engineering,3639,Lecturer,Civil Engineering,2791,0,1,848,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36,0.947568961,2,Professor,Australian Centre for Field Robotics,6687,Professor,Australian Centre for Field Robotics,6666,1,1,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37,0.949071245,9,Professor,Civil Engineering,6687,Professor,Civil Engineering,3457,1,1,3230,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,0.957291068,11,Professor,Civil Engineering,4472,Lecturer,Civil Engineering,2791,0,1,1681,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,0.960424095,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
40,0.961204619,9,Professor,Civil Engineering,3457,Lecturer,Civil Engineering,2791,0,1,666,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
41,0.974332739,5,Fellow,Australian Centre for Field Robotics,4563,Fellow,Australian Centre for Field Robotics,1371,1,1,3192,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,0.974588511,5,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3023,1,0,3664,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43,0.977421672,0,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3758,Professor,Civil Engineering,3023,0,0,735,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44,0.978164225,2,Professor,Civil Engineering,3457,Professor,Civil Engineering,1581,1,1,1876,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,0.981834051,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3457,1,0,3230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46,0.982567355,4,Professor,Australian Centre for Field Robotics,6687,Fellow,Australian Centre for Field Robotics,1371,0,1,5316,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47,0.983915035,1,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3457,1,0,3230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48,0.985942893,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,1581,1,0,5106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
49,0.987989598,5,Professor,Chemical & Biomolecular Engineering,4920,Professor,Chemical & Biomolecular Engineering,2743,1,1,2177,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,0.988742993,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,1581,1,0,5106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51,0.989108175,5,Fellow,Aerospace  Mechanical & Mechatronic Engineering,5039,Professor,Chemical & Biomolecular Engineering,4920,0,0,119,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
52,0.989390209,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Fellow,Australian Centre for Field Robotics,4563,0,0,2124,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
53,0.990592023,0,Fellow,Civil Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,0,0,129,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
54,0.991127348,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,Professor,Civil Engineering,3457,1,0,3101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55,0.991728968,11,Professor,Australian Centre for Field Robotics,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
56,0.991858884,0,Lecturer,Electrical & Information Engineering,3100,Lecturer,Information Technologies,699,1,0,2401,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
57,0.9936999,4,Professional,Chemical & Biomolecular Engineering,6687,Fellow,Aerospace  Mechanical & Mechatronic Engineering,4382,0,0,2305,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
58,0.993913935,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3457,1,0,3230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59,0.995629714,5,Professional,Chemical & Biomolecular Engineering,6687,Professor,Chemical & Biomolecular Engineering,4920,0,1,1767,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,0.996704722,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3457,1,0,3230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
61,0.99855752,2,Lecturer,Aerospace  Mechanical & Mechatronic Engineering,2159,Professor,Aerospace  Mechanical & Mechatronic Engineering,3646,0,1,1487,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
62,1.000156057,0,Fellow,Civil Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
63,1.004885433,0,Professor,Australian Centre for Field Robotics,6687,Fellow,Australian Centre for Field Robotics,4563,0,1,2124,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64,1.005585069,0,Professor,Australian Centre for Field Robotics,6687,Professor,Information Technologies,3968,1,0,2719,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,1.006778246,1,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Chemical & Biomolecular Engineering,4920,1,0,1767,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
66,1.007161646,0,Professor,Australian Centre for Field Robotics,6666,Fellow,Australian Centre for Field Robotics,4563,0,1,2103,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67,1.008016643,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,1,1,129,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
68,1.008487909,4,Professor,Australian Centre for Field Robotics,6666,Professor,Information Technologies,3968,1,0,2698,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
69,1.008736911,0,Fellow,Information Technologies,363,Fellow,Information Technologies,391,1,1,28,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
70,1.009802559,3,Professor,Australian Centre for Field Robotics,6666,Lecturer,Australian Centre for Field Robotics,6610,0,1,56,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71,1.011051839,4,Professor,Information Technologies,1765,Professor,Information Technologies,6687,1,1,4922,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
72,1.011941689,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,Professor,Civil Engineering,1581,1,0,4977,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
73,1.012609701,0,Fellow,Civil Engineering,6687,Professor,Civil Engineering,1581,0,1,5106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,1.012863653,0,Fellow,Aerospace  Mechanical & Mechatronic Engineering,3758,Lecturer,Civil Engineering,1599,0,0,2159,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
75,1.013847344,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Fellow,Australian Centre for Field Robotics,3408,0,0,3279,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76,1.01456835,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3639,1,0,3048,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
77,1.0174944,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,4192,Lecturer,Civil Engineering,1599,0,0,2593,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
78,1.017788403,5,Professor,Information Technologies,6687,Professor,Information Technologies,6687,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
79,1.019773377,0,Professor,Australian Centre for Field Robotics,6666,Fellow,Australian Centre for Field Robotics,3408,0,1,3258,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80,1.020442724,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,Professor,Civil Engineering,4472,1,0,2086,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
81,1.020835405,1,Professor,Chemical & Biomolecular Engineering,4920,Professor,Civil Engineering,3457,1,0,1463,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
82,1.021310597,1,Fellow,Aerospace  Mechanical & Mechatronic Engineering,4382,Fellow,Aerospace  Mechanical & Mechatronic Engineering,1049,1,1,3333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
83,1.021712533,3,Professor,Australian Centre for Field Robotics,6687,Lecturer,Australian Centre for Field Robotics,6610,0,1,77,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
84,1.021800317,0,Professor,Information Technologies,3968,Fellow,Australian Centre for Field Robotics,4563,0,0,595,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
85,1.023763779,0,Professor,Civil Engineering,4472,Professor,Civil Engineering,1581,1,1,2891,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
86,1.02531359,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,4472,1,0,2215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
87,1.025355869,0,Fellow,Civil Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
88,1.026064728,1,Professor,Civil Engineering,6687,Professor,Civil Engineering,1581,1,1,5106,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
89,1.026078013,3,Lecturer,Australian Centre for Field Robotics,6610,Fellow,Australian Centre for Field Robotics,3408,0,1,3202,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
90,1.026186817,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,4192,Professor,Civil Engineering,3023,1,0,1169,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,1.026466434,2,Lecturer,Civil Engineering,1599,Lecturer,Civil Engineering,2791,1,1,1192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
92,1.026644562,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3639,1,0,3048,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
93,1.027105321,0,Fellow,Civil Engineering,6687,Professor,Civil Engineering,3457,0,1,3230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
94,1.027111137,0,Lecturer,Electrical & Information Engineering,3100,Lecturer,Electrical & Information Engineering,422,1,1,2678,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
95,1.027654423,2,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Lecturer,Australian Centre for Field Robotics,6610,0,0,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
96,1.027871123,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3639,1,0,3048,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
97,1.029786088,1,Professor,Civil Engineering,3639,Professor,Civil Engineering,1581,1,1,2058,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98,1.029997534,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3639,1,0,3048,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
99,1.03050658,0,Professor,Information Technologies,3968,Fellow,Australian Centre for Field Robotics,3408,0,0,560,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
100,1.0308459,8,Professor,Information Technologies,6687,Professor,Information Technologies,6243,1,1,444,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
101,1.032885196,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,Professor,Civil Engineering,3457,1,0,3101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
102,1.033043893,2,Chair,Chemical & Biomolecular Engineering,3370,Professor,Chemical & Biomolecular Engineering,2743,0,1,627,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
103,1.033442735,4,Fellow,Information Technologies,391,Fellow,Information Technologies,305,1,1,86,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
104,1.033570792,1,Lecturer,Aerospace  Mechanical & Mechatronic Engineering,2159,Fellow,Aerospace  Mechanical & Mechatronic Engineering,4382,0,1,2223,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
105,1.034244071,1,Lecturer,Civil Engineering,3105,Professor,Civil Engineering,1581,0,1,1524,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
106,1.035056008,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
107,1.03618247,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,4472,1,0,2215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
108,1.036209345,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,4192,Professor,Civil Engineering,4472,1,0,280,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
109,1.036789239,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Lecturer,Civil Engineering,1599,0,0,5088,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
110,1.037090466,0,Professor,Civil Engineering,213,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,1,0,6345,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,1.037118715,0,Professor,Civil Engineering,3457,Professor,Civil Engineering,1581,1,1,1876,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
112,1.037318342,1,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Fellow,Aerospace  Mechanical & Mechatronic Engineering,5039,0,1,1648,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
113,1.037491639,4,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,1175,1,0,5512,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
114,1.038392829,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,3457,1,0,3230,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
115,1.039026564,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Lecturer,Civil Engineering,1599,0,0,5088,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
116,1.039032564,0,Professor,Information Technologies,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
117,1.039161649,0,Professor,Civil Engineering,1175,Lecturer,Civil Engineering,1599,0,1,424,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
118,1.039737814,5,Fellow,Electrical & Information Engineering,6687,Lecturer,Information Technologies,699,0,0,5988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
119,1.040397389,0,Professor,Civil Engineering,213,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,0,6474,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
120,1.040761042,1,Professor,Information Technologies,6687,Professor,Australian Centre for Field Robotics,6687,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
121,1.04154714,2,Professor,Chemical & Biomolecular Engineering,6687,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
122,1.041628082,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6558,Professor,Civil Engineering,3639,1,0,2919,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
123,1.042584098,0,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Civil Engineering,4472,1,0,2215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
124,1.042760875,2,Professor,Aerospace  Mechanical & Mechatronic Engineering,6687,Professor,Chemical & Biomolecular Engineering,2743,1,0,3944,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
125,1.042949037,2,Professor,Civil Engineering,3639,Lecturer,Civil Engineering,2988,0,1,651,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
126,1.043180229,0,Fellow,Electrical & Information Engineering,6687,Professor,Australian Centre for Field Robotics,6666,0,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
